6, 7, 8,21
4, 5, 6,22
22, 6,21,23
15,16,17,24
24,17,18,25
25,18,19,26
26,19,20,27
27,20, 1, 2
27, 2, 3,28
28, 3, 4,22
10,11,12,29
29,12,13,30
30,13,14,31
31,14,15,24
21, 8, 9,32
9,10,29,323
23,21,32,33
28,22,23,34
34,23,33,35
33,32,29,30
35,33,30,31
31,24,25,35
34,35,25,26
34,26,27,28
